heading,content
STROMBOLI,
-->DAILY LUNCH  SP E C IA L Sc--,
MATREY'S FOODTOW N,
225 MARKET ST.,
524-2158,
9A.M. - 9 P.M. DAILY,
Coupon good for,
one 12 oz. can soft drink,
with $1 purchase,expires 9/15/90
THERE IS A REAL ATHELETIC STORE IN LEWISBURG,
FORGET TH E REST...,
...WE'RE THE BEST!,
W.L. DONEHOWER,
Quality Sporting goods,"Across from the Campus Theater, Market St., Lewisburg"
n,i i j
Leivisburg Lickgty SpCit,
featuring:,
Chambord French Ice Cream,
Colombo Yogurt,
Kemp's Frozen Yogurt,
Green's Ice Cream,
"Croissant Sandwiches. Quiche,",
"Soups, and Salads DAILY",
Hours:,
M-Sat 9am -,
1,
0pm Sun,
1,
pm -,
1,
0pm,
20% off any purchase,
with this coupon!,
THE LEXICON bO OKSOE,
mwwwwmw<E>mm/,
Hardcovers - Paperbacks - Children's Books,
Calenders - Cliff Notes - Gifts,318 MARKET STREET LEWISBURG PA 17837 717-524-4801
Open M-Sat 9-6,
Friday nights til 9,
_,_______ co u p o n  expires 9-30-90
"Large Variety of Tins, Glassware, Mugs",
Greek,
letters,
in,
chocolate,
W IDE,
assortment,
of gummi,
"fish, bears",
and worms,
Our own-made chocolate-covered pretzels,
Larry Smith Hairstyling Nook,
& Tanning Salon,
524-9380,
"310 Market Street, Lewisburg",
"Cut, Dry & Style",
$,
10.00,"Mon-Thur s "" ^ ' PERMING & C0L0R * ^ extensions * acryuc nails Fri 9-6 Sat 9-3 Fisher's Meat Market C/3 or> 2 Gcssner's Meats The Athletic Dept. n"
G,
O,00 Larry Smith's Styling Nook Lewisburg Sub Shop The Lexicon Gingerbread House The Candy Barrel LicketySplit Sport SDrcc Outlet The Rhythm Stick Bottorfs Donehower's PS. Zoo Martin's Vennari's ______ C/3
HUJ,
Xot<,Iwe-St. Foodtown '3rd St. *4th St. *4th St. -6th St. #7th St.
O I UCKNELL->,
BRING THIS AD FOR A,
$2.00 DISCOUNT!,lOFFER EXPIRES 10/ 31/90
FISHER'S MEAT MARKET,
*COLD CUTS,
"*FRESH CUT BEEF,",
"PORK, CHICKEN",
M-T 8-5,Wed 8-1
R-F 8-8,
Sat,8-4
Qessner's Meats,
212 Market St.,
524-0744,
"Try our Beef, chidden, port",^
"smoked meats, and ring Bologna!",
Mon-Sat 7:30-5:30,
Wed 'til noon,
Fri 'til 7:30,
610,
T X & E 'L rE L l'V E fty,
524-0444,
